,公司代码,公司名称,年份,募投项目是否延期
2798,601908,京运通,2015,0
2799,601918,国投新集,2015,0
2800,601919,中国远洋,2015,0
2801,601928,凤凰传媒,2015,0
2802,601929,吉视传媒,2015,0
2803,601933,永辉超市,2015,0
2804,601939,建设银行,2015,0
2805,601958,金钼股份,2015,0
2806,601965,中国汽研,2015,0
2807,601968,宝钢包装,2015,0
2808,601969,海南矿业,2015,0
2809,601985,中国核电,2015,0
2810,601988,中国银行,2015,0
2811,601989,中国重工,2015,0
2812,601991,大唐发电,2015,0
2813,601992,金隅股份,2015,0
2814,601996,丰林集团,2015,0
2815,601998,中信银行,2015,0
2816,601999,出版传媒,2015,0
2817,603000,人民网,2015,0
2818,603001,奥康国际,2015,0
2819,603002,宏昌电子,2015,0
2820,603003,龙宇燃油,2015,0
2821,603005,晶方科技,2015,0
2822,603006,联明股份,2015,0
2823,603008,喜临门,2015,0
2824,603009,北特科技,2015,0
2825,603010,万盛股份,2015,0
2826,603011,合锻股份,2015,0
2827,603015,弘讯科技,2015,0
2828,603017,中衡设计,2015,0
2829,603018,设计股份,2015,0
2830,603019,中科曙光,2015,0
2831,603020,爱普股份,2015,0
2832,603021,山东华鹏,2015,0
2833,603022,新通联,2015,0
2834,603023,威帝股份,2015,0
2835,603023,威帝股份,2015,0
2836,603025,大豪科技,2015,0
2837,603026,石大胜华,2015,0
2838,603030,全筑股份,2015,0
2839,603066,音飞储存,2015,0
2840,603077,和邦生物,2015,0
2841,603085,天成自控,2015,0
2842,603088,宁波精达,2015,0
2843,603099,长白山,2015,0
2844,603100,川仪股份,2015,1
2845,603108,润达医疗,2015,0
2846,603111,康尼机电,2015,0
2847,603116,红蜻蜓,2015,0
2848,603116,红蜻蜓,2015,0
2849,603117,万林股份,2015,0
2850,603118,共进股份,2015,0
2851,603123,翠微股份,2015,0
2852,603126,中材节能,2015,0
2853,603128,华贸物流,2015,0
2854,603158,腾龙股份,2015,0
2855,603166,福达股份,2015,0
2856,603167,渤海轮渡,2015,0
2857,603168,莎普爱思,2015,0
2858,603169,兰石重装,2015,0
2859,603188,亚邦股份,2015,0
2860,603198,迎驾贡酒,2015,0
2861,603199,九华旅游,2015,0
2862,603222,济民制药,2015,0
2863,603223,恒通股份,2015,0
2864,603223,恒通股份,2015,0
2865,603227,雪峰科技,2015,0
2866,603227,雪峰科技,2015,0
2867,603268,松发股份,2015,0
2868,603288,海天味业,2015,0
2869,603299,井神股份,2015,0
2870,603300,华铁科技,2015,0
2871,603306,华懋科技,2015,0
2872,603308,应流股份,2015,0
2873,603309,维力医疗,2015,0
2874,603311,金海环境,2015,0
2875,603315,福鞍股份,2015,0
2876,603318,派思股份,2015,0
2877,603328,依顿电子,2015,0
2878,603333,明星电缆,2015,0
2879,603338,浙江鼎力,2015,0
2880,603355,莱克电气,2015,0
2881,603366,日出东方,2015,0
2882,603368,柳州医药,2015,0
2883,603369,今世缘,2015,0
2884,603377,东方时尚,2015,0
2885,603398,邦宝益智,2015,0
2886,603399,新华龙,2015,0
2887,603456,九洲药业,2015,0
2888,603508,思维列控,2015,0
2889,603518,维格娜丝,2015,0
2890,603519,立霸股份,2015,0
2891,603520,司太立,2015,0
2892,603555,贵人鸟,2015,0
2893,603555,贵人鸟,2015,0
2894,603555,贵人鸟,2015,0
2895,603558,健盛集团,2015,0
2896,603566,普莱柯,2015,0
2897,603566,普莱柯,2015,0
2898,603567,珍宝岛,2015,0
2899,603567,珍宝岛,2015,0
2900,603568,伟明环保,2015,0
2901,603588,高能环境,2015,0
2902,603589,口子窖,2015,0
2903,603598,引力传媒,2015,0
2904,603599,广信股份,2015,0
2905,603600,永艺股份,2015,0
2906,603601,再升科技,2015,0
2907,603606,东方电缆,2015,0
2908,603608,天创时尚,2015,0
2909,603608,天创时尚,2015,0
2910,603609,禾丰牧业,2015,0
2911,603611,诺力股份,2015,0
2912,603616,韩建河山,2015,0
2913,603618,杭电股份,2015,0
2914,603636,南威软件,2015,0
2915,603669,灵康药业,2015,0
2916,603678,火炬电子,2015,0
2917,603686,龙马环卫,2015,0
2918,603688,石英股份,2015,0
2919,603696,安记食品,2015,0
2920,603698,航天工程,2015,0
2921,603699,纽威股份,2015,0
2922,603703,盛洋科技,2015,0
2923,603718,海利生物,2015,0
2924,603729,龙韵股份,2015,0
2925,603729,龙韵股份,2015,0
2926,603766,隆鑫通用,2015,0
2927,603778,乾景园林,2015,0
2928,603788,宁波高发,2015,0
2929,603789,星光农机,2015,0
2930,603799,华友钴业,2015,0
2931,603800,道森股份,2015,0
2932,603806,福斯特,2015,0
2933,603808,歌力思,2015,0
2934,603808,歌力思,2015,0
2935,603818,曲美家居,2015,0
2936,603828,柯利达,2015,0
2937,603838,四通股份,2015,0
2938,603866,桃李面包,2015,0
2939,603869,北部湾旅,2015,0
2940,603883,老百姓,2015,0
2941,603885,吉祥航空,2015,0
2942,603889,新澳股份,2015,0
2943,603889,新澳股份,2015,0
2944,603898,好莱客,2015,0
2945,603899,晨光文具,2015,0
2946,603901,永创智能,2015,0
2947,603901,永创智能,2015,0
2948,603918,金桥信息,2015,0
2949,603936,博敏电子,2015,0
2950,603936,博敏电子,2015,0
2951,603939,益丰药房,2015,0
2952,603968,醋化股份,2015,0
2953,603969,银龙股份,2015,0
2954,603979,金诚信,2015,0
2955,603988,中电电机,2015,0
2956,603989,艾华集团,2015,0
2957,603989,艾华集团,2015,0
2958,603993,洛阳钼业,2015,0
2959,603996,中新科技,2015,0
2960,603997,继峰股份,2015,0
2961,603998,方盛制药,2015,0
2962,603999,读者传媒,2015,0
2963,900929,锦旅Ｂ股,2015,0
2964,900935,阳晨Ｂ股,2015,0
2965,900939,汇丽B,2015,0
2966,900939,汇丽B,2015,0
2967,900948,伊泰Ｂ股,2015,0
2968,900951,大化B股,2015,0
2969,900953,凯马Ｂ,2015,0
2970,900956,东贝Ｂ股,2015,0
2971,900957,凌云Ｂ股,2015,0
